Letter,Date,Year,Sender,Receiver,Transcription
DCP-LETT-2335.xml,1858-10-06 ,1858,"Darwin, C. R.","Hooker, J. D.","Down Bromley Kent Oct. 6 th My dear Hooker. M r S. Parrell is applying for place of assistant at Linn. Soc y .— When he was assistant at Brit: Mus:, I always found him particularly obliging & handy in getting Books &c for me.— He has earnestly begged me to speak in his favour.— He lost his place at B. Mus: from Insolvency, which showed reckless extravagance . But he tells me, & he says D r . Gray & others know, that the chief loss was from his becoming surety for another. He says that if no penitence for extravagance can ever redeem the fault there is no hope for a man, who has thus erred ever to arise again; & this seems true; so I have thought I would tell you what I know in his favour.— He is, I am told, nephew of Prof. Clark of Cambridge.— If you have or can make leisure, I sh d very much like to hear news of M rs Hooker, yourself & children. Where did you go & what did you do & are doing? there is a comprehensive text.— You cannot tell how I enjoyed your little visit here. It did me much good. If Harvey is still with you, pray remember me very kindly to him. We are an unfortunate family; since you were here, Lizzie has failed with irregular pulse like no less than four of our children previously. But I trust her case is by no means bad, & Lenny has I think nearly got over it, only having had one attack these two months. What a strange form of inherited constitution this is; my accursed constitution showing itself under a new form.— I am working most steadily at my Abstract; but it grows to an inordinate length; yet fully to make my view clear, (& never giving briefly more than a fact or two & slurring over difficulties) I cannot make it shorter. It will yet take me three or four months; so slow do I work, though never idle. You cannot imagine what a service you have done me in making me make this abstract; for though I thought I had got all clear, it has clarified my brains much, by making me weigh relative importance of the several elements.— I have been reading with much interest your (as I believe it to be) capital memoir of R. Brown in G. Chronicle. Ever my dear Hooker | Yours most truly | C. Darwin Do not some time forget about Australian species & genera ranging N. through Malay archipelago.— I got Borrows answer about Pointers in Spain, for which many thanks.— I had a note from Falconer not long ago: he seems to have established a grand point, viz than man existed in England before the Rein-Deer & therefore before, I presume, the close of glacial Epoch.—"
DCP-LETT-2340.xml,1858-10-12 ,1858,"Darwin, C. R.",Gardeners’ Chronicle,"Asylum— Knowle | N r . Fareham. Hants— 12 th . Oct r . 1858. Sir, Yours of the 8\ th . came to hand in due course— I hope that you will not consider yourself under any obligation for the specimens—for I assure you they were forwarded with pleasure The Dwarfs were a few of the 1857 produce, and were of a plain dark colour, not any thing like this year’s produce— My reasons for supposing them to be crossed with the Runners are— The colour—and their being planted in the Vicinity of those Beans. In reference to the Haricot the true colour is pure white, but the few planted by me were selected from 1857 Produce (Haricots) on account of their being slightly tinged (the colour of the two in pod) It does not belong to either of the twelve lots of the Negro. Allow me to add that during some few years experience, I have never before met with anything like the specimen of Beans I have now obtained— I feel greatly interested and am somewhat anxious to gain the benefit of the experience of others, an Article at your convenience will therefore greatly oblige Sir, | Your humble servant | Henry Coe C. Darwin, Esq r . | & c . & c . & c"
DCP-LETT-2346.xml,1858-10-20 ,1858,"Darwin, C. R.","Cupples, George","Asylum— Knowle. | near Fareham. Hants. 20 th . Oct r . 1858.— Sir, I beg most respectfully to acknowledge the receipt of your favor of the 15 th .— I do not recollect seeing any difference in the pods of the four rows of Negro Bean, had there been I should not have failed in noticing it, particularly after reading your Article in the Chronicle.— The Beans in question were not equally mature, but I am satisfied that the difference in colour did not arise from their not being sufficiently or properly ripened— The plants of 1857 were certainly uniform in foliage & c .— The dozen pure Black sent to you were grown in 1856 ; most certainly they were not taken out of the crossed lot of 1857. Did you plant them with, or in the vicinity of the others?— The matter is altogether new and somewhat extraordinary and I am truly glad that you feel so great an interest in the subject, for I feel quite assured that an article from your able pen will elicit much information. With the greatest respect, | I have the honor to be, | Sir, | Your humble servant | Henry Coe. C. Darwin, Esq r . | & c & c .—"
DCP-LETT-2406.xml,1859-01-28 ,1859,"Darwin, C. R.","Hooker, J. D.","Down Bromley Kent Jan. 28 th My dear Hooker Thanks about Glaciers. It is a pleasure & profit to me to write to you, & as in your last you have touched on naturalised plants of Australia, I suppose you would not dislike to hear what I can say in answer. At least I know you would not wish me to defer to your authority, as long as not convinced.— I quite agree to what you say about our agragrian plants being accustomed to cultivated land & so no fair test: Buckman has I think published this notion with respect to N. America.— With respect to road-side plants I cannot feel so sure that these ought to be excluded, as animals make roads in many wild countries.— I have now looked & found passage in F. Müllers letter to me, in which he says In the wildernesses of Australia some Europaean perennials are “advancing in sure progress” “not to be arrested” &c.— he gives as instances (so I suppose there are other cases) eleven species. viz 3 Rumex Poterium sanguisorba— Potentilla anserina, Medicago sativa, Taroxicum officinale, Marubium vulgare. Plantago lanceolata P. major, Lolium perenne.— All these are seeding freely.— Now I remember years & years ago your discussing with me how curiously easily plants, get naturalised on uninhabited isl d , if ships ever touch there: I remember we discussed packages being opened with old hay or straw &c.— Now think of Hides & wool (& wool exported largely over Europe) & plants introduced & samples of corn; & I must think that if Australia had been the old country, & Europe had been the Botany Bay very few, very much fewer Australian plants would have run wild in Europe, than have now in Australia.— The case seems to me much stronger between La Plata & Spain.— Nevertheless I will put in my one sentence on this head, illustrating the greater migration during Glacial period from N. to S. than reversely, very humbly & cautiously .— I am very glad to hear you are making good progress with your Australian Introduction.— I am, thank God, more than half through my Ch. on Geograph. Distrib. & have done the abstract of Glacial part.— I am disgusted at A. De Candolle. How a man can think a begged honour, worth having I cannot understand! I sh d . have thought his claims above A. Grays; but of course do not hesitate a second after what you say, & if consulted by anyone, will so express myself.— I never did pick anybody’s pocket, but whilst writing my present chapter I keep on feeling, (even when differing most from you!) just as if I were stealing from you, so much do I owe to your writings & conversations; so much more than mere acknowledgments show.— Farewell my dear Hooker | Yours ever | C. Darwin With respect to Nilgherri it is not worth explaining—but I sh d . look at an Australian plant settling in the great northern temperate Workshop, as a greater victory than on a mountain-summit or mere island on the land—but this is perhaps mere hair-splitting— I have been skimming through Griffiths Indian Travels, which are too purely & technically Botanical for me. And I have been astounded at his admiration of Swainson; says he will get his Rules framed & follow them implicitly—that number is everything.— This is “humbling” with a vengeance.—"
DCP-LETT-2438.xml,1859-03-29 ,1859,"Darwin, C. R.","Bowerbank, J. S.","I am very sorry to trouble you, but I write a line to say that I have not received receipts for 220 transmitted on the 20 th for Palæont. Soc y . for years. 1858 & 1859 My dear Sir | Yours very faithfully | C. Darwin"
DCP-LETT-2450.xml,1859-04-07 ,1859,"Darwin, C. R.","Cobbe, F. P.","Down Bromley Kent Ap 7 My dear Hooker I have read your 1 st Sheet & return it by this Post.— I like it very much, but really have no criticisms.— Some of your remarks are new to me. There is a good deal, of course, the same as will appear in my Book; but yet somehow everything is taken up from such different points of view, that I do not think we shall injure the originality of our respective Books.— I sh d . have liked to have seen several examples proving truth (or showing its probability) of some of your remarks; as of best marked vars. being on confines of the range. Or again in regard to your remark of a species remaining for many generations constant under culture & then suddenly commencing to vary.— Under a purely selfish point of view I cannot help groaning to think what an advantage such a criticism would have been to me, if written after my Essay had been published; I now fear you will wash your hands of subject & think no more about it.— My God how I long for my stomachs’ sake to wash my hands of it,—for at least one long spell.— Ever My dear Hooker | Yours affec y | C. D. I again beg to say that there are many new remarks & observations to me.— I felt very sure that this would be so, & only make this conceited remark, because you seemed uneasy about borrowing from me.— I hope expressed clearly that the sole reason, why I suggested any other day for your visit here was for your convenience in regard to the Carriage.—"
DCP-LETT-2476.xml,1859-07-07 ,1859,"Darwin, C. R.","Gaskell, G. A.","Down.— July 7 th My dear William We were very glad to get your note with so good an account of all things. I think you will have a very pleasant time there & see the Lakes well & from all that I have heard I believe there is nothing more beautiful in all England. Do look for glacial action & if you see anything let me hear. If by any chance you sh d . take a fancy to geology, I believe Prof. Sedgwick & some one published a little joint book on the geology of the Lake district; but perhaps the subject would be too difficult without some little preliminary study & you have subjects enough in hand. We miss you much here, as you always make us jolly. Especially you are much missed, as we have the House full of young ladies, viz Effie, Dot, Eva & Angus & Tim. (The latter looks more like a Christian; poor lad, but I fear is very weak in mind, though so good-tempered & obliging. N.B do not leave this letter about, I forgot Erny being with you.) The Langtons & Uncle Eras. & Susan are coming, so we shall soon have House-full. Georgy seems to have had a jolly visit at Hartfield & returns tomorrow. I have got for him a marvellous yellow, but battered Clear-wing, just like a Hornet or big wasp.— Mamma went up yesterday & brought down two such patterns, of the exact colour of mud, streaked with rancid oil, that we have all exclaimed against them; & I have agreed to take anything in preference & we have settled on a crimson flock-paper with golden stars, though unseen by me.— It was a bad job our sending you the last evening to Bromley with the new Horse; for as we broke our bargain of sending it, that day to M r Edwards, he has recanted from his offer & we have got the beast still on sale.— Some of the young Lubbocks are thinking of buying it as a Hunter.— I get on very slowly with my confounded proof-sheets & have done only 4 or 5 pages for the two last days, yet I hope to have finished by end of August & to go then to Ilkley. Do not forget to make some enquiries about the Windermere Water-cure place; & whether any House to let close by.— I have not ceased to rejoice yet, whenever I think over your Scholarship. My dear old fellow it is a good little beginning of your life.— Your affect. father | C. Darwin I wish to Heaven you were here for a game of Billiards.—"
DCP-LETT-2498.xml,1859-10-14 ,1859,"Darwin, C. R.","Scott, John","North House, Wells Terrace | Ilkley | Otley | Yorkshire Friday My dear William On Monday they all come from Barlaston to the above address & I leave the Establishment. The House is at the foot of a rocky, turfy rather steep half- mountain. It would be nice with fine weather; but now looks dismal. There are nice excursions & fine walks for those that can walk. The Water Cure has done me much good; but I fell down on Sunday morning & sprained my ancle, & have not been able to walk since & this has greatly interfered with the treatment. It is a curious life here: we sit down 60 or 70 to our meals, & in the evening, there is either singing, or acting (which they do capitally) or proverbs &c.— I have got amongst a nice set, & get on very comfortably & idly. The newspaper, a little novel-reading the Baths & loitering kills the day in a very wholesome manner. Did you ever hear of the American game of Billiards: 〈 five lines excised 〉 There are some splendid players here who often make breaks of 20, 30, & 40. These good players never play anything but the American game.— I shall miss the Billiard Table when I leave here & go into our 〈    〉 House which is"
DCP-LETT-2508.xml,1859-10-20 ,1859,"Darwin, C. R.","Darwin, G. H.","Wells Terrace | Ilkley | Otley | Yorkshire Oct. 20 th My dear Sir I am obliged for your note & answer to my queries.— I cannot think of any fit ornament or Device for outside: the subjects treated are so many & so general, that no one illustration would serve. I will most gratefully send list of private copies for distribution, as soon as you can tell me about what, within a shilling or so, the trade-price will be. I am very glad to hear that there will be no delay in the publication. I am glad to hear that you were thinking of a Device, as this shows that you intend binding in cloth.— Your’s very sincerely | C. Darwin"
DCP-LETT-2510.xml,1859-10-25 ,1859,"Darwin, C. R.","Lyell, Charles","Wells Terrace | Ilkley, Otley | Yorkshire Oct. 25. My dear Lyell The doctrine of Pallas applied to our domestic breeds, we will say to Dogs, is as follows. He believes that man tamed a wolf in one country, the jackall in another, the fox in another & so on with other species. He does not suppose that these wild species were more variable than others. He hypothetically supposes that when long domesticated they lose their tendency to sterility when crossed with the other domesticated species ; & by their crossing when domesticated he believes that all our domestic races have originated. He or his followers further believe that the crossing gives as a tendency to new characters to arise, & this is not a little hypothetical. The whole doctrine is very hypothetical. Yet I certainly believe (but cannot here give reasons) that the American domestic dogs have descended from at least 3 or 4 aboriginally distinct species, & that European dogs probably from several other species. There truly is, as you say, “an uncomfortable vague-ness” in whole doctrine. You will see that I have spoken cautiously on subject. It is a curious, but not important subject for us: we believe that all canine species have descended from one parent; & the only question is whether the whole or only a part of difference between our domestic breeds has arisen since man domesticated them. I do not see how the question concerns specific centres.— The importance of period of gest-ation, has, I think, been much exaggerated: there is great individual difference in the period in our improved cattle, & by selection, a breed could in all probability be easily made with longer or shorter period.— The Races of Man offer great difficulty: I do not think doctrine of Pallas, or that of Agassiz that there are several species of man, helps us in the least.— I fancy I have got some rays of light on subject; but mutiny in India stopped some important enquiries. Much too long a subject for letter. I will add I do not attribute much effect to climate &c.— I believe, as you will see when you reread, that some plants migrated through Tropical lowlands during glacial period. I am terribly lame with inflamed leg (what the Water-cure Doctors call a severe crisis) & this makes my hand-writing rather worse even than usual.— If my book is reviewed in Quarterly, how I hope that Sir. H. Holland will not be Reviewer: he is so presumptuous & knows so little. Our difference on “principle of improvement” & “power of adaptation” is too profound for discussion by letter. If I am wrong, I am quite blind to my error. If I am right, our difference will be got over only by your rereading carefully & reflecting on my first four chapters. I supplicate you to read these again carefully.— The so-called improvement of our short-horn cattle, pigeons &c, does not presuppose or require any aboriginal “power of adaptation” or “principle of improvement”; it requires only diversified variability, & man to select or take advantage of those modifications which are useful to him: so under nature any slight modification which chances to arise & is useful to any creature is selected or preserved in the struggle for life; any modification which is injurious is destroyed or rejected; any which is neither useful nor injurious will be left a fluctuating element.— When you contrast natural selection & “Improvement”, you seem always to overlook (for I do not see how you can deny) that every step in the natural selection of each species implies improvement in that species in relation to its conditions of life. No modification can be selected without it be an improvement or advantage. Improvement implies, I suppose, each form obtaining many parts or organs, all excellently adapted for their functions. As each species is improved, & as the number of forms will have increased if we look to the whole course of time, the organic conditions of life for other forms will become more complex; & there will be a necessity for other forms to become improved or they will be exterminated; and I can see no limit to this process of improvement without the intervention of any other & direct principle of improvement. All this seems to me quite compatable with certain forms, fitted for simple conditions, remaining unaltered, or being degraded. If I have a second Edit. I will reiterate, “Natural Selection, & as a general consequence Natural Improvement”.— As you go as far as you do, I begin strongly to think, judging from myself, that you will go much further. How slowly the older geologists admitted your grand views on existing geological causes of change!— If at any time you think I can answer any question, it is a real pleasure to me to write.— Yours affect y | C. Darwin"
DCP-LETT-2511.xml,1859-10-25 ,1859,"Darwin, C. R.","Carus, J. V.","It is a full year since we met—or since any friendly missive has passed between us—and strange to say, I am the party this time to break silence and speak the foremost word. I have been dying like all the world besides to see your book upon species out, and think a slight dose of hanging might be administered to John Murray—with much advantage, for keeping it back so long. I met your brother at the Athenæum, a few days ago—and learnt from him, that the book is fairly out of your hands—and that you were still in Yorkshire. Apropos to species, I have lately been occupied with a case, that ought to have some interest for you. In a newly explored cave in South Wales, we have come upon no fewer than 800 eight hundred antlers of Deer 95 per cent of them shed horns and nearly the same ratio of young animals. The variety in form is so great, that had only one or two of each of the most marked types been met with, they would have been described most probably as distinct species. But when the 800 are spread out, the passage from the one into the other is so easily traced, that there is no making out well marked distinctions between them. Now they all—or at any rate the greater part of them—belong to the Rein-Deer of the Glacial period in England: and some of the horns differ in the most remarkable manner from any form of the modern Rein Deer, that I have been able to get at, either in figures—or in the London Collection. Would it not be nicely to your hand to investigate whether the characters of the species have remained persistent, from the older time down to the present day—or if modified now, what amount of change has taken place during the long lapse of ages, and what direction it has mainly taken? The inquiry would make a pretty pendant to the case of those dreadful pidgeons, upon which you have been practising such tricks of leger-de-main. I am still very weak in the bronchiæ and ought to have gone abroad before now—but I have been hanging on—never having felt so reluctant to leave England, or the neighbourhood of London even, as I have a good deal to do with arrears of late work. You know what a start the question of the relative antiquity of man has made within the last twelvemonth. Lyell has forgotten all his prudence and thrown himself head long into the bosom of two heresies—the transmutation of species, and glacial homo. You are answerable for the one—and I have had a little to do in starting the [ scent ] of the other. With kind regards | Yours very sinc ly | H. Falconer Ch as . Darwin Esq re . 12 th Nov r P.S. Your note of yesterday just came to hand, & I have sent for the book—the wicked book which you have been so long a-hatching. The accompanying note has remained undespatched—to complete the address. On Monday I leave for Torquay where I have taken a house for the winter en famille with two of my nieces—instead of fleeing abroad. With kind regards to M rs . Darwin | Yours Ever Sinc ly | H Falconer"
DCP-LETT-2513.xml,1859-10-31 ,1859,"Darwin, C. R.","Shoberl, William","Wells Terrace. Ilkley Otley Y. Monday 31 st My dear Lyell That you may not misunderstand how far I go with Pallas & his many disciples, I sh d . like to add that, though I believe that our domestic Dogs have descended from several wild forms, & though I must think that the sterility which they would probably have evinced if crossed before being domesticated, has been eliminated, yet I go but a very little way with Pallas & Co. in their belief in the importance of the crossing & blending of the aboriginal stocks: you will see this briefly put in first chapter.— Generally with respect to crossing, the effects may be diametrically opposite: if you cross two very distinct races, you may make (not that I believe such has often been made) a third & new intermediate race. But if you cross two exceedingly close races or two slightly different individuals of the same race, then in fact you annul & obliterate the differences.— In this latter way I believe crossing is all-important; & now for 20 years I have been working at flowers & insects under this point of view.— I do not like Hooker’s terms centripetal & centrifugal; they remind me of Forbes’ bad term of Polarity.— I daresay selection by man would generally work quicker than natural selection; but the important distinction between them is that man can scarcely select except external & visible characters, & secondly he selects for his own good; whereas under nature characters of all kinds are selected exclusively for each creature’s own good, & are well exerrcised: but you will find all this in Ch. IV.— Although the Hound—Greyhound & Bull-dog may possibly have descended from 3 distinct stocks, I am convinced that their present great amount of difference is mainly due to the same causes, which have made the breeds of pigeons so different from each other, though these breeds of pigeons have all descended from one wild stock. So that the Pallasian doctrine, I look at, as of but quite secondary importance. In my bigger book I have explained my meaning fully; whether I have in the abstract, I cannot remember.— Yours affect— | C. Darwin"
DCP-LETT-2540A.xml,1859-11-21 ,1859,"Darwin, C. R.","Darwin, Emma","The admission which I least like among your familiar illustrations is that while the various pigeons have descended from one stock the dogs have come from two or more species It seems to me that an occasional cross with some one of the several wolves, the grey & the prairie wolf or even perhaps some foxes & more distant species of the canine genus would have served all the purposes you require. Let these have been more frequent than in the case of most domestic animals, let the hybrid have always interbred with one of the pure parent stock but the infusion of the foreign blood into the domesticated wolf, or whatever single species the dog came from, may have given rise to a tendency to reversion to some of the ancestral crosses why should not they satisfy all your well-ascertained facts, leaving your canons of variation & hybridity unshaken. It is for the followers of Pallas to prove their opinion by some facts. The period of gestation of the dog & the wolf, if as constant as Bell believes, is a strong argument. As Bransby Cooper was a six month’s child, I doubt not you can find great occasional irregularity in the gestation of domestic animals & of Man—but still it is surely worth a good deal.—"
DCP-LETT-2549.xml,1859-11-24 ,1859,"Darwin, C. R.","Murray, John (b)","⇒ Ilkley Wells House | Otley, Yorkshire Nov. 24 My dear Sir I am astounded at your news of sale. I cannot cut up my one copy, for I am incessantly receiving letters with references. Will you send me another copy if possible in sheets , & I will immediately send off half a dozen sheets to M es s rs Clowes, after I have looked them over. Sir C. Lyell & others suggest expansion in many places, but I cannot possibly without books or M.S do this. I have heard of only one blunder & that not my fault.— I sh d . think the best way would be to let me try, & correct & if I am too slow the Printers must print off a Verbatim copy. I am infinitely obliged about French Edition. About your “note of hand” please do whatever is usual: you can either deduct for my presentation copies (& I thank you sincerely for all the trouble, which you have taken) or I will pay you at once. I will begin this evening looking over my copy for corrections. In Haste with hearty thanks. I do rejoice that you will not have cause to repent of publishing; at one time I was extremely fearful & annoyed at thought that you might repent In Haste. Yours sincerely & obliged | C. Darwin Perhaps you had better tell me how soon you want new Edition I am up to very little work.—"
DCP-LETT-2552.xml,1859-11-25 ,1859,"Darwin, C. R.","Hooker, J. D.","Ilkley Wells House | Otley, Yorkshire 25 th My dear Lyell I have received your letter of the 24 th . It is no use trying to thank you; your kindness is beyond thanks. I will certainly leave out Whale & Bear.— With respect to Pheasants crossing, I have inserted a sentence: in my fuller M.S. I have the case worked out at length. The Japan & English pheasant are utterly dissimilar, & the other two must be considered as close but distinct species. There is no doubt about their blending; but whether the exact half-bred birds would be quite fertile int se I could not make out. In whole districts our English pheasant P. Colchicus has, I think certainly been modified by crossing with P. torquatus. But as my M.S is at home I fear I can now add nothing, even if I had time. So it must be with mistaken instincts. I should like to tell you one funny blunder in instinct of Wood ant, which I made out last summer. (No, it is too long story).— The Edition was 1250 copies. When I was in spirits I sometimes fancied that my book w d be successful; but I never even built a castle-in-the air of such success as it has met with; I do not mean the sale, but the impression it has made on you (whom I have always looked at as chief judge) & Hooker & Huxley. The whole has infinitely exceeded my wildest hopes.— Farewell.— I am tired for I have been going over the sheets.— My kind friend farewell | Yours | C. Darwin"
DCP-LETT-2557.xml,1859-11-26 ,1859,"Darwin, C. R.","Donders, F. C.","Spanish Town Jamaica 26 November 1859. My dear Sir, I received your letter when our latter rains were setting in,—a lingering but not a heavy season. I was in consequence precluded from getting out to M r Wilkie’s Apiary for the specimens of Bees you desired to have. Could I have seen M r Wilkie, I should have obtained what you wanted readily, but he has been and still continues absent in a distant parish. I now send you what may be acceptable until I am able completely to meet your wishes. There are in the box four workers and one drone. M r March, a naturalist very well known to Sir William Hooker ,—from whom I procured these specimens, promises me a complete suite from the Queen downwards. He has been searching over his Farm in the Salt pond plain for our Meliponas, but without success. He intends to supply me with a joint of a tree containing the Sacklets,—when he finds a hive. I am promised several things from Cuba. D r Grundlach and Mons r Felipe Poey are my correspondents. M r . Poey is at this time bringing out a highly embellished work on Cuba.— Ballière of Soho Square, the English publisher.— I think the three Islands, Jamaica, Cuba and Haïti would furnish you with excellent illustrations for your Book, for to my Eyes, though things differ much in variety, I question much their difference in species.— Some things exceedingly common with us are absolutely rare in Cuba.— This morning brought me a letter from D r Grundlach announcing that he had obtained in the district of Bayamo a specimen of the Turtur leucopterus, one of the commonest of our Doves both on the North and South sides of Jamaica. I observed in Cuba that its place was occupied by the Columba Carolinensis of Wilson, and I am hardly mistaken in saying the same prevalence of the one dove for the other occurs in Haïti. Our ground Lizard Ameiva dorsalis, so brilliant and beautiful with its blue tail grad-uating into green, and sides golden-streaked (v: Gosse’s Nat. Soj: Jamaica p 74) is certainly one and the same with the dull smoke coloured representation of it in Saint Domingo, and the Snakes though just occupying parallel places, are different in Colour;—the common hedge row snake of Haïti being as remarkably green as the similar reptile in place and habits is as jet black in Jamaica. I thank Judge Wilkinson exceedingly for his kind opinion of me— I could wish I half merited the good things he has been pleased to say respecting me— M r Barrett of Trinity College Cambridge, who is occupied with the Government Geological Survey of the Island is doubtless known to you. I expect when he has finished his survey, he will throw much light on our Earth-history.— He finds your Sections of the Andes supplying every peculiarity of our rocks and mountains, their dates and circumstances. With best regards believe me my dear Sir, | Your very obedient Servant | Richard Hill Charles Darwin Esq re"
DCP-LETT-13822.xml,1859-12-14 ,1859,"Darwin, C. R.","Fox, W. D.",[]
DCP-LETT-2590.xml,1859-12-20 ,1859,"Darwin, C. R.",Unidentified,"I only returned from Edin r .—on Saturday when I found your note of 14 th . I am very glad to hear from you and take the opportunity although I cannot agree with all your views of thanking you for the Book you have given to us— I had an opportunity of hastily reading the greater part of it when lately in London, and think that I said to generl. Sabine that Too much had been made of Galapagos and that their ornithology was not exclusively confined to them and that that peculiarity would break down still farther— Of the three remarkable forms belonging to these islands Geospiza , Camarhynchus & Cactornis only the Camarhynchus has been discovered on the mainland since you gave the account of the Fauna of the islands but taking the specimens brought home by yourself and figured by M r Gould— Craxirex we look upon as Buteo borealis— Otus galapagoensis as the European & North american short Eared owl, and the American ornithologists who consider the North american bird & that found on the pacific side distinct, acknowledge the Galapago and (pacific) continental birds to be Identical— While the Progne modesta is not distinct from p. purpurea & is recorded from Chili by Prince Bonaparte Your Book is now beside me I am reading it carefully (and I hope impartially) & will mark whatever occurs to me as ornithologically incorrect and I shall be glad to hear from you and answer any ornithological Query that I can— believe me sincerely | Yours | W m Jardine"
DCP-LETT-2600.xml,1859-12-24 ,1859,"Darwin, C. R.","Huxley, T. H.","I have been sorry that I could not come up this week, but it has been quite out of the question.— I send all the articles specified & the M.S.; but I looked this over last night & it is really impossible for you to make heads or tails of it.— If you try; perhaps the correlated peculiarities in Pigeons & especially (p. 118 M.S.) the History of the Breeds, would be best worth glancing at.— The History shows how ancient the breeds are, & yet that some of them have sensibly changed.— The account of the Pigeons will appear intolerably long & tedious, but I really think that nothing is actually superfluous; & I have thought it well worth while to treat one set of domestic varieties with care & minuteness.— Yours very sincerely | C. Darwin"
DCP-LETT-2610.xml,1859-12-28 ,1859,"Darwin, C. R.","Hooker, J. D.","Down Bromley Kent 28 th My dear Hooker Thanks for curious account of Asa Gray. One likes a man who bubbles up unreasonably, if he afterwards repents. Not knowing anything of this I feared that you must have repeated something strong from my note. I thank you much for your caution, for I sh d have been very sorry to have hurt so good a man, who has been so very kind to me. Fortunately I have already despatched just such a letter as I sh d . have written had I known of his previous warmth. I said that I did not presume to put myself in competition with Dana; but giving my reasons firmly, why I could not attach much weight to his arguments. Without the subsequent warm period can be proved true, it injuriously complicates the subject.— My object in writing now is to say that I have clearest remembrance of A. de C. stating in his Book that he thought it probable that a great many reputed species of plants are not true species. I think it related to insular plants; but as this did not much concern me I fear I have not marked passage & know not where to find it. I had A. de C. & Wollaston in my mind, when I wrote passage in my final chapter on this subject.— I very seldom dare trust my memory, but in this instance I dare.— Ever yours | C. Darwin Have you seen the splendid Essay & Notice of my Book in the Times? I cannot avoid strong suspicion that it is by Huxley; but I never heard that he wrote in Times. It will do grand service, especially as so nobly soaring above religious prejudices.— I shall grow as arrogant as Whewell, perhaps even as Owen!"
